"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","halo_width","halo_area","hw_pa","ha_pa","image_month","image_season","halo_area_excl_patch_area","log10_halo_area_excl_patch_area","log10_patch_area_m2","log10_halo_width_per_sqrt_patch_area","log10_halo_proportion_patch","log10_patch_perimeter_m","log10_halo_width","log10_hw_pa","abs_latitude","log_distance_mainland_km","zone_broad_adj","temp_sst","chl_log"
"14-028","R4121",14.15,144.729093,5,"U/N Reef","MNPZ",3398.51,"HP","2011",2011,"AH","4/10/12",13.7,"14-034","MNPZ","16859.31",0,"14-043","MNPZ",1456.11,0,"14-051","MNPZ",14355.26,0,"P412106",6,"green","MNPZ",39.13,113.26,NA,"H412106",84.29,549.15,NA,7.63,8.43,4.99,7.11,6.47,"","MNPZ","protected","protected",1975,36,6.926,435.89,0.0611513332156101,3.84857849196539,NA,NA,435.89,2.63937690573566,2.05407655729051,-0.186555791431813,0.585300348445146,1.59250984790068,0.840482487213442,-1.21359407007707,14.15,1.16731733474818,"protected",299.823852539062,-0.0779199252271428
"14-028","R4121",14.15,144.729093,5,"U/N Reef","MNPZ",3398.51,"HP","2011",2011,"AH","4/10/12",13.7,"14-034","MNPZ","16859.31",0,"14-043","MNPZ",1456.11,0,"14-051","MNPZ",14355.26,0,"P412108",8,"green","MNPZ",27.36,54.41,NA,"H412108",64.11,312.94,NA,4.74,4.73,6.87,5.9,5.76,"","MNPZ","protected","protected",1975,36,5.6,258.53,0.102922256938063,4.75151626539239,NA,NA,258.53,2.41251094618621,1.7356787259059,-0.119651335946752,0.676832220280306,1.43711609304808,0.7481880270062,-0.987490698899704,14.15,1.16731733474818,"protected",299.823852539062,-0.0779199252271428
"14-028","R4121",14.15,144.729093,5,"U/N Reef","MNPZ",3398.51,"HP","2011",2011,"AH","4/10/12",13.7,"14-034","MNPZ","16859.31",0,"14-043","MNPZ",1456.11,0,"14-051","MNPZ",14355.26,0,"P412110",10,"green","MNPZ",32.09,61.69,NA,"H412110",72.58,342.03,NA,3.8,7.98,4.2,8.85,4.17,"","MNPZ","protected","protected",1975,36,5.8,280.34,0.0940184794942454,4.54433457610634,NA,NA,280.34,2.44768506900495,1.79021477024398,-0.131679391559052,0.657470298760976,1.5063697170955,0.763427993562937,-1.02678677668104,14.15,1.16731733474818,"protected",299.823852539062,-0.0779199252271428
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018301",1,"green","MNPZ",35.06,88.75,NA,"H018301",80.12,485.95,NA,7.98,9.7,6.63,8.43,4.64,"","MNPZ","protected","protected",1975,29,7.476,397.2,0.0842366197183099,4.47549295774648,4,"autumn",397.2,2.59900923982334,1.94816836172713,-0.100414888156771,0.650840878096212,1.54481191175778,0.873669292706794,-1.07449906902034,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018302",2,"green","MNPZ",27.94,57.69,NA,"H018302",74.39,419.8,NA,8.13,5.51,4.24,6.74,10.18,"","MNPZ","protected","protected",1975,29,6.96,362.11,0.120644825793032,6.27682440630959,4,"autumn",362.11,2.55884051842334,1.76110053895814,-0.037941029868509,0.797739979465197,1.44622640177816,0.842609239610562,-0.918491299347579,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018303",3,"green","MNPZ",66.68,227.24,NA,"H018303",115.5,890.59,NA,9.05,11.25,6.54,7.38,6.34,"","MNPZ","protected","protected",1975,29,8.112,663.35,0.0356979405034325,2.91916035909171,4,"autumn",663.35,2.82174273347462,2.35648478060522,-0.26911444831335,0.465257952869397,1.82399559115597,0.909127941989261,-1.44735683861596,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018304",4,"green","MNPZ",27.07,49.78,NA,"H018304",67.04,329.62,NA,6.31,6.53,6.42,4.93,4.49,"","MNPZ","protected","protected",1975,29,5.736,279.84,0.115226998794697,5.62153475291282,4,"autumn",279.84,2.4469097921346,1.69705489227257,-0.0899183034765436,0.749854899862027,1.43248825577051,0.758609142659744,-0.938445749612829,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018305",5,"green","MNPZ",27.18,53.72,NA,"H018305",63.51,310.28,NA,6.32,6.78,6.18,3.98,4.95,"","MNPZ","protected","protected",1975,29,5.642,256.56,0.105026061057334,4.77587490692479,4,"autumn",256.56,2.40918894692038,1.73013600399668,-0.113634920178991,0.679052942923706,1.43424945239648,0.751433081819348,-0.978702922177332,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018306",6,"green","MNPZ",38.89,79.07,NA,"H018306",76.43,409.38,NA,7.88,6.96,5.59,4.85,4.53,"","MNPZ","protected","protected",1975,29,5.962,330.31,0.0754015429366384,4.17743771341849,4,"autumn",330.31,2.51892172197806,1.8980117387975,-0.173613897702139,0.620909983180555,1.58983794314746,0.775391971696612,-1.12261976710089,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018307",7,"green","MNPZ",33.02,81.45,NA,"H018307",73.69,413.49,NA,3.63,7.55,7.54,7.27,5.53,"","MNPZ","protected","protected",1975,29,6.304,332.04,0.0773971761817066,4.07661141804788,4,"autumn",332.04,2.52119040518858,1.91089108864453,-0.155829339840765,0.610299316544049,1.51877706892677,0.799616204481499,-1.11127488416303,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018308",8,"green","MNPZ",28.66,58.63,NA,"H018308",105.2,790.6,NA,13.86,7.07,5.34,13.16,18.74,"","MNPZ","protected","protected",1975,29,11.634,731.97,0.198430837455228,12.4845642162715,4,"autumn",731.97,2.86449328173947,1.7681198941848,0.18166911236995,1.09637338755468,1.45727618606133,1.06572905946235,-0.702390834722448,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018309",9,"green","MNPZ",21.65,33.53,NA,"H018309",67.31,343.5,NA,8.35,6.34,6.55,7.17,7.72,"","MNPZ","protected","protected",1975,29,7.226,309.97,0.21550849985088,9.24455711303311,4,"autumn",309.97,2.49131966330226,1.52543355342882,0.0961811805175934,0.965886109873436,1.33545790068938,0.858897957232003,-0.666535596196816,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-034","R0183",14,144.71553,3,"U/N Reef","MNPZ",16859.31,"HP","23/04/04",2004,"AH","2/08/11",20.03,"14-028","MNPZ","3398.51",0,"14-043","MNPZ",1456.11,0,"14-160","MNPZ",5.6,1.13,"P018310",10,"green","MNPZ",26.74,47.04,NA,"H018310",53.99,219.81,NA,2.66,4.57,4.14,4.41,4.77,"","MNPZ","protected","protected",1975,29,4.11,172.77,0.0873724489795918,3.67283163265306,4,"autumn",172.77,2.23746833324957,1.67246731306808,-0.222391834657972,0.565001020181487,1.42716140292597,0.613841821876069,-1.05862549119201,14,1.32283927268632,"protected",299.945861816406,-0.035196634513892
"14-045","R0192",14.2,144.892998,3,"Sand Bank No 1 Reef","MNPZ",608.1,"HP","23/04/04",2004,"AH","10/08/11",29.71,"14-047","MNPZ","1436.31",0.37,"14-160","MNPZ",5.6,1.91,"14-034","MNPZ",16859.31,1.83,"P019201",1,"green","MNPZ",29.29,61.61,NA,"H019201",57.44,243.59,NA,5.02,5.85,4.08,3.87,2.8,"","MNPZ","protected","protected",1975,29,4.324,181.98,0.0701834117838013,2.95374127576692,4,"autumn",181.98,2.26002366069431,1.78965120879341,-0.258939919115432,0.470372451900898,1.4667193716816,0.635885685281273,-1.15376552351214,14.2,1.48727981644307,"protected",299.855804443359,0.959060580478069
"14-045","R0192",14.2,144.892998,3,"Sand Bank No 1 Reef","MNPZ",608.1,"HP","23/04/04",2004,"AH","10/08/11",29.71,"14-047","MNPZ","1436.31",0.37,"14-160","MNPZ",5.6,1.91,"14-034","MNPZ",16859.31,1.83,"P019202",2,"green","MNPZ",40.97,101.06,NA,"H019202",101.63,663.68,NA,6.9,9.5,8.19,6.67,14.46,"","MNPZ","protected","protected",1975,29,9.144,562.62,0.0904809024341975,5.56718780922224,4,"autumn",562.62,2.75021516639167,2.00457929390221,-0.0411534295638805,0.745635872489454,1.61246596395314,0.961136217387225,-1.04344307651499,14.2,1.48727981644307,"protected",299.855804443359,0.959060580478069
"14-045","R0192",14.2,144.892998,3,"Sand Bank No 1 Reef","MNPZ",608.1,"HP","23/04/04",2004,"AH","10/08/11",29.71,"14-047","MNPZ","1436.31",0.37,"14-160","MNPZ",5.6,1.91,"14-034","MNPZ",16859.31,1.83,"P019203",3,"green","MNPZ",26.88,51.92,NA,"H019203",53.47,216.97,NA,4.61,5.01,3.37,4.91,3.78,"","MNPZ","protected","protected",1975,29,4.336,165.05,0.0835130970724191,3.17892912172573,4,"autumn",165.05,2.21761552866633,1.71533468379231,-0.220578068365826,0.502280844874017,1.42942926438179,0.637089273530331,-1.07824541026198,14.2,1.48727981644307,"protected",299.855804443359,0.959060580478069
"14-045","R0192",14.2,144.892998,3,"Sand Bank No 1 Reef","MNPZ",608.1,"HP","23/04/04",2004,"AH","10/08/11",29.71,"14-047","MNPZ","1436.31",0.37,"14-160","MNPZ",5.6,1.91,"14-034","MNPZ",16859.31,1.83,"P019204",4,"green","MNPZ",29.69,64.47,NA,"H019204",60.75,287.73,NA,7.01,8,2.83,3.68,3.98,"more halos present but too faint","MNPZ","protected","protected",1975,29,5.1,223.26,0.0791065611912517,3.46300604932527,4,"autumn",223.26,2.34881092040518,1.80935767021111,-0.197108659007617,0.539453250194072,1.47261019759604,0.707570176097936,-1.10178749411317,14.2,1.48727981644307,"protected",299.855804443359,0.959060580478069
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019301",1,"green","MNPZ",29.22,58.68,NA,"H019301",65.49,312.74,NA,8.61,4.44,3.65,5.95,6.19,"","MNPZ","protected","protected",1975,29,5.768,254.06,0.0982958418541241,4.32958418541241,4,"autumn",254.06,2.4049362937527,1.76849010517125,-0.12321980087425,0.636446188581454,1.46568021159828,0.761025251711373,-1.00746485345987,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019302",2,"green","MNPZ",46.96,144.18,NA,"H019302",100.02,735.39,NA,8.46,8.15,5.21,8.44,11.86,"","MNPZ","protected","protected",1975,29,8.424,591.21,0.0584269662921348,4.10049937578027,4,"autumn",591.21,2.77174177130708,2.15890502118754,-0.153934152416342,0.612836750119539,1.67172808823956,0.92551835817743,-1.23338666301011,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019303",3,"green","MNPZ",19.74,27.06,NA,"H019303",56.77,242.07,NA,5.69,6.4,8.47,5.19,5.48,"","MNPZ","protected","protected",1975,29,6.246,215.01,0.230820399113082,7.94567627494457,4,"autumn",215.01,2.3324586591892,1.4323277922616,0.0794380837633777,0.900130866927599,1.29534714833362,0.79560197989418,-0.636725812367424,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019304",4,"green","MNPZ",32.92,67.96,NA,"H019304",63.73,278.11,NA,3.79,4.85,6.53,3.58,5.31,"","MNPZ","protected","protected",1975,29,4.812,210.15,0.0708063566804003,3.0922601530312,4,"autumn",210.15,2.32252939434146,1.83225337019701,-0.233801066430697,0.490276024144448,1.51745982654023,0.682325618667807,-1.1499277515292,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019305",5,"green","MNPZ",35.75,78,NA,"H019305",70.81,362.91,NA,5.56,4.19,7.84,6.65,5.37,"","MNPZ","protected","protected",1975,29,5.922,284.91,0.0759230769230769,3.65269230769231,4,"autumn",284.91,2.45470769272351,1.89209460269048,-0.17357889829196,0.562613090033033,1.5532760461371,0.77246840305328,-1.1196261996372,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019306",6,"green","MNPZ",94.05,216.83,NA,"H019306",138.39,1003.66,NA,5.42,6.23,7.95,7.8,8.61,"","MNPZ","protected","protected",1975,29,7.202,786.83,0.0332149610293778,3.62878752940091,4,"autumn",786.83,2.89588091020266,2.33611936980869,-0.310606567869077,0.559761540393969,1.9733587998864,0.857453117035266,-1.47866625277342,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-047","R0193",14.2,144.92807,4,"U/N Reef","MNPZ",1436.31,"HP","23/04/04",2004,"AH","10/08/11",31.79,"14-045","MNPZ","608.1",0.4,"14-049","MNPZ",78.63,0.67,"14-073","HPZ",458.4,3.77,"P019307",7,"green","MNPZ",59.88,107.24,NA,"H019307",93.76,552.85,NA,5.81,7.45,4.96,8.46,3.18,"probably more halos but resolution too low and large amount of cloud cover","MNPZ","protected","protected",1975,29,5.972,445.61,0.0556881760537113,4.15525923162999,4,"autumn",445.61,2.64895492834181,2.03035680531084,-0.239058603602433,0.618598123030971,1.77728179167101,0.776119799052988,-1.25423700625785,14.2,1.51574141666937,"protected",299.882232666016,0.927186957495307
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019101",1,"green","MNPZ",51.21,188.13,NA,"H019101",103.43,781.87,NA,7.27,10.73,6.85,7.74,7.27,"","MNPZ","protected","protected",1975,29,7.972,593.74,0.0423749534896082,3.15600914261415,4,"autumn",593.74,2.77359630813795,2.27445805549501,-0.235661737719056,0.499138252642935,1.7093547758344,0.90156729002845,-1.37289076546656,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019102",2,"green","MNPZ",39,92.63,NA,"H019102",96.72,638.69,NA,7.91,8.89,6.62,8.93,8.1,"","MNPZ","protected","protected",1975,29,8.09,546.06,0.0873367159667494,5.89506639317716,4,"autumn",546.06,2.73724036475104,1.96675166405138,-0.0754273104134166,0.770488700699658,1.5910646070265,0.907948521612272,-1.05880314243911,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019103",3,"green","MNPZ",30.25,67.67,NA,"H019103",79.19,408.23,NA,5.75,7.45,4.94,6.93,7.39,"","MNPZ","protected","protected",1975,29,6.492,340.56,0.0959361607802571,5.03265848972957,4,"autumn",340.56,2.53219363716908,1.83039617648347,-0.10281957708754,0.701797460685611,1.48072537898849,0.812378511154194,-1.01801766532927,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019104",4,"green","MNPZ",64.73,310.03,NA,"H019104",123.42,1107.92,NA,6.67,14.92,4.77,6.04,7.79,"","MNPZ","protected","protected",1975,29,8.038,797.89,0.0259265232396865,2.57358965261426,4,"autumn",797.89,2.90194302207016,2.49140372029902,-0.340553858293492,0.410539301771143,1.81110560701793,0.905148001856016,-1.586255718443,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019105",5,"green","MNPZ",53.93,195.26,NA,"H019105",106.53,858.65,NA,7.36,9.95,7.88,10.91,6.38,"","MNPZ","protected","protected",1975,29,8.496,663.39,0.043511215814811,3.39747003994674,4,"autumn",663.39,2.82176892063907,2.29061328497499,-0.216092138750099,0.531155635664082,1.73183042028816,0.929214503737394,-1.36139878123759,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019106",6,"green","MNPZ",28.06,44.7,NA,"H019106",98.29,671.16,NA,13.46,14.56,7.87,8.18,8.72,"","MNPZ","protected","protected",1975,29,10.558,626.46,0.236196868008949,14.0147651006711,4,"autumn",626.46,2.79689334614603,1.65030752313194,0.198427896098971,1.14658582301409,1.44808766669234,1.02358165766494,-0.626725865466996,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019107",7,"green","MNPZ",43.99,137.9,NA,"H019107",96.55,657.96,NA,9.29,6.89,4.78,8.58,6.07,"","MNPZ","protected","protected",1975,29,7.122,520.06,0.0516461203770848,3.77128353879623,4,"autumn",520.06,2.71605345164577,2.13956426617585,-0.21718016374969,0.576489185469916,1.64335396197686,0.852601969338235,-1.28696229683762,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019108",8,"green","MNPZ",52.45,174.22,NA,"H019108",138.06,1383.5,NA,9.74,17.07,9.67,13.43,12.48,"","MNPZ","protected","protected",1975,29,12.478,1209.28,0.071622087016416,6.94110894271611,4,"autumn",1209.28,3.08252687023692,2.24109800940333,-0.0244040234073224,0.841428860833587,1.71974549252958,1.09614498129434,-1.14495302810899,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019109",9,"green","MNPZ",28.3,57,NA,"H019109",70.56,380.97,NA,6.09,6.11,7.18,7.42,8.39,"","MNPZ","protected","protected",1975,29,7.038,323.97,0.123473684210526,5.68368421052632,4,"autumn",323.97,2.51050479589278,1.75587485567249,-0.0304881653370728,0.75462994022029,1.45178643552429,0.847449262499173,-0.90842559317332,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-051","R0191",14.2,144.75651,2,"South Warden Reef","MNPZ",14355.26,"HP","23/04/04",2004,"AH","9/08/11",7.27,"14-048","MNPZ","1628.61",0,"14-028","MNPZ",3398.51,0,"14-043","MNPZ",1456.11,0,"P019110",10,"green","MNPZ",41.03,108.54,NA,"H019110",70.98,377.2,NA,3.98,3.18,4.24,5.17,6.38,"","MNPZ","protected","protected",1975,29,4.59,268.66,0.0422885572139303,2.47521651004238,4,"autumn",268.66,2.42920301041371,2.03558981724346,-0.355982223084467,0.393613193170252,1.61310151696691,0.661812685537261,-1.3737771317062,14.2,0.917505509552547,"protected",299.806518554688,0.831200357788412
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020101",1,"green","MNPZ",62.02,140.06,NA,"H020101",141.38,1537.45,NA,18.05,15.83,19.48,6.08,6.76,"image date blank","MNPZ","protected","protected",1975,29,13.24,1397.39,0.0945309153220049,9.97708125089247,NA,NA,1397.39,3.14531763103199,2.14631412201197,0.0487309240976947,0.999003509020021,1.79253176190131,1.12188798510368,-1.02442613690829,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020102",2,"green","MNPZ",175.8,1624.43,NA,"H020102",257.33,4827.25,NA,22.55,8.68,6.82,14.22,13.79,"","MNPZ","protected","protected",1975,29,13.212,3202.82,0.00813331445491649,1.97165775071871,NA,NA,3202.82,3.50553253179421,3.21070100144971,-0.484381935705478,0.294831530344497,2.24501887073775,1.12096856501938,-2.08973243643033,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020103",3,"green","MNPZ",52.81,184.24,NA,"H020103",90.01,612.6,NA,8.24,6.44,5.33,4.4,6.28,"","MNPZ","protected","protected",1975,29,6.138,428.36,0.033315240990013,2.32501085540599,NA,NA,428.36,2.6318089098948,2.26538392495617,-0.344665078382284,0.366424984938625,1.72271616748849,0.788026884095804,-1.47735704086037,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020104",4,"green","MNPZ",116.66,719.54,NA,"H020104",215.72,3437.09,NA,24.27,10.8,19.27,19.14,10.1,"","MNPZ","protected","protected",1975,29,16.716,2717.55,0.0232315090196514,3.77678794785558,NA,NA,2717.55,3.43417754338366,2.85705494183956,-0.205395108448191,0.577122601544102,2.066921972094,1.22313236247159,-1.63392257936797,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020105",5,"green","MNPZ",33.41,72.48,NA,"H020105",92.13,630.77,NA,8.75,14.1,6.32,7.24,9.57,"","MNPZ","protected","protected",1975,29,9.196,558.29,0.126876379690949,7.7026766004415,NA,NA,558.29,2.74685984890772,1.86021818466876,0.033489870262863,0.886641664238965,1.52387647563813,0.963598962597241,-0.896619222071516,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
"14-063","R0201",14.4,144.940057,2,"Combe Reef","MNPZ",4083.6,"HP","2004",2004,"AH","17/08/11",20.84,"14-064","HPZ","673.1",1.55,"14-062","HPZ",943.46,0.59,"14-066","HPZ",1374.9,0.78,"P020106",6,"green","MNPZ",43.03,118.99,NA,"H020106",107.44,801.94,NA,5.88,13.06,8.98,6.21,12.63,"","MNPZ","protected","protected",1975,29,9.352,682.95,0.0785948399025128,5.73955794604589,NA,NA,682.95,2.83438890936387,2.07551046452441,-0.0668507341084231,0.758878444839457,1.63377134608256,0.970904498153784,-1.10460596637063,14.4,1.3392526340327,"protected",299.711944580078,1.00427701592584
